DATE,SPX Close,VIX CLOSE,Predicted Price,minus,signal,7 day price,delta VIX,delta SPX,比率,buy price,7 day - buy price,buy-7day,CALL上次交易日期,CALL可交易訊號,CALL實際交易,CALL收益率,CALL累積收益率,call手續費,CALL交易次數,PUT上次交易日期,PUT可交易訊號,PUT實際交易,PUT收益率,PUT累積收益率,put 手續費,PUT交易次數
2010/1/4,1132.98999,20.04,21.106174,-1.066174,PUT,1146.97998,20.04,1132.98999,56.53642665,1127.98999,,,1900/1/0,可交易,,,1,0,0,2010/1/4,可交易,,,1,1,0
2010/1/5,1136.52002,19.35,20.42561,-1.07561,PUT,1136.219971,-0.69,3.53003,-5.115985507,1131.52002,,,1900/1/0,可交易,,,1,0,0,2010/1/4,不可交易,,,1,1,0
2010/1/6,1137.140015,19.16,19.747156,-0.587156,,,-0.19,0.619995,-3.263131579,,,,1900/1/0,可交易,,,1,0,0,2010/1/4,不可交易,,,1,1,0
2010/1/7,1141.689941,19.06,19.564512,-0.504512,,,-0.1,4.549926,-45.49926,,,,1900/1/0,可交易,,,1,0,0,2010/1/4,不可交易,,,1,1,0
2010/1/8,1144.97998,18.13,19.309633,-1.179633,PUT,1136.030029,-0.93,3.290039,-3.537676344,1139.97998,,3.949951,1900/1/0,可交易,,,1,0,0,2010/1/4,不可交易,,,1,1,0
2010/1/11,1146.97998,17.55,18.27986,-0.72986,,,-0.58,2,-3.448275862,,,,1900/1/0,可交易,,,1,0,0,2010/1/4,可交易,,,1,1,0
2010/1/12,1136.219971,18.25,18.451263,-0.201263,,,0.7,-10.760009,-15.37144143,,,,1900/1/0,可交易,,,1,0,0,2010/1/4,可交易,,,1,1,0
2010/1/13,1145.680054,17.85,18.332367,-0.482367,,,-0.4,9.460083,-23.6502075,,,,1900/1/0,可交易,,,1,0,0,2010/1/4,可交易,,,1,1,0
2010/1/14,1148.459961,17.63,18.208752,-0.578752,,,-0.22,2.779907,-12.63594091,,,,1900/1/0,可交易,,,1,0,0,2010/1/4,可交易,,,1,1,0
2010/1/15,1136.030029,17.91,17.808624,0.101376,,,0.28,-12.429932,-44.39261429,,,,1900/1/0,可交易,,,1,0,0,2010/1/4,可交易,,,1,1,0
2010/1/19,1150.22998,17.58,17.837631,-0.257631,,,-0.33,14.199951,-43.03015455,,,,1900/1/0,可交易,,,1,0,0,2010/1/4,可交易,,,1,1,0
