DATE,SPX Close,VIX CLOSE,Predicted Price,minus,signal,7 day price,delta VIX,delta SPX,比率,buy price,7 day - buy price,buy-7day,CALL上次交易日期,CALL可交易訊號,CALL實際交易,CALL收益率,CALL累積收益率,call手續費,CALL交易次數,PUT上次交易日期,PUT可交易訊號,PUT實際交易,PUT收益率,PUT累積收益率,put 手續費,PUT交易次數
2010/1/4,1132.98999,20.04,20.510843,-0.470843,,,20.04,1132.98999,56.53642665,,,,1900/1/0,可交易,,,1,0,0,1900/1/0,可交易,,,1,0,0
2010/1/5,1136.52002,19.35,20.154871,-0.804871,,,-0.69,3.53003,-5.115985507,,,,1900/1/0,可交易,,,1,0,0,1900/1/0,可交易,,,1,0,0
2010/1/6,1137.140015,19.16,19.835262,-0.675262,,,-0.19,0.619995,-3.263131579,,,,1900/1/0,可交易,,,1,0,0,1900/1/0,可交易,,,1,0,0
2010/1/7,1141.689941,19.06,19.294058,-0.234058,,,-0.1,4.549926,-45.49926,,,,1900/1/0,可交易,,,1,0,0,1900/1/0,可交易,,,1,0,0
2010/1/8,1144.97998,18.13,19.262463,-1.132463,PUT,1136.030029,-0.93,3.290039,-3.537676344,1139.97998,,3.949951,1900/1/0,可交易,,,1,0,0,2010/1/8,可交易,3.95,0.01,1,0,1
2010/1/11,1146.97998,17.55,18.167356,-0.617356,,,-0.58,2,-3.448275862,,,,1900/1/0,可交易,,,1,0,0,2010/1/8,不可交易,,,1.01,,1
2010/1/12,1136.219971,18.25,17.423878,0.826122,,,0.7,-10.760009,-15.37144143,,,,1900/1/0,可交易,,,1,0,0,2010/1/8,不可交易,,,1.01,0,1
2010/1/13,1145.680054,17.85,17.449966,0.400034,,,-0.4,9.460083,-23.6502075,,,,1900/1/0,可交易,,,1,0,0,2010/1/8,不可交易,,,1.01,0,1
2010/1/14,1148.459961,17.63,17.631727,-0.001727,,,-0.22,2.779907,-12.63594091,,,,1900/1/0,可交易,,,1,0,0,2010/1/8,不可交易,,,1.01,0,1
2010/1/15,1136.030029,17.91,17.278362,0.631638,,,0.28,-12.429932,-44.39261429,,,,1900/1/0,可交易,,,1,0,0,2010/1/8,可交易,,,1.01,0,1
2010/1/19,1150.22998,17.58,17.228514,0.351486,,,-0.33,14.199951,-43.03015455,,,,1900/1/0,可交易,,,1,0,0,2010/1/8,可交易,,,1.01,0,1
2010/1/20,1138.040039,18.68,17.362713,1.317287,CAll,1097.5,1.1,-12.189941,-11.08176455,1143.040039,,,2010/1/20,可交易,,,1,1,0,2010/1/8,可交易,,,1.01,0,1
2010/1/21,1116.47998,22.27,17.64044,4.62956,CAll,1084.530029,3.59,-21.560059,-6.005587465,1121.47998,,,2010/1/20,不可交易,,,1,1,0,2010/1/8,可交易,,,1.01,0,1
2010/1/22,1091.76001,27.31,18.780464,8.529536,CAll,1073.869995,5.04,-24.71997,-4.904755952,1096.76001,,,2010/1/20,不可交易,,,1,1,0,2010/1/8,可交易,,,1.01,0,1
2010/1/25,1096.780029,25.41,20.43967,4.97033,CAll,1089.189941,-1.9,5.020019,-2.642115263,1101.780029,,,2010/1/20,不可交易,,,1,1,0,2010/1/8,可交易,,,1.01,0,1
2010/1/26,1092.170044,24.55,21.850042,2.699958,CAll,1103.319946,-0.86,-4.609985,5.360447674,1097.170044,6.15,,2010/1/20,不可交易,,,1,1,0,2010/1/8,可交易,,,1.01,0,1
2010/1/27,1097.5,23.14,21.625555,1.514445,CAll,1097.280029,-1.41,5.329956,-3.780110638,1102.5,,,2010/1/27,可交易,,,1,2,0,2010/1/8,可交易,,,1.01,0,1
2010/1/28,1084.530029,23.73,21.370207,2.359793,CAll,1063.109985,0.59,-12.969971,-21.98300169,1089.530029,,,2010/1/27,不可交易,,,1,2,0,2010/1/8,可交易,,,1.01,0,1
2010/1/29,1073.869995,24.62,21.494717,3.125283,CAll,1066.189941,0.89,-10.660034,-11.97756629,1078.869995,,,2010/1/27,不可交易,,,1,2,0,2010/1/8,可交易,,,1.01,0,1
2010/2/1,1089.189941,22.59,21.995125,0.594875,,,-2.03,15.319946,-7.546771429,,,,2010/1/27,不可交易,,,1,2,0,2010/1/8,可交易,,,1.01,0,1
2010/2/2,1103.319946,21.48,22.164232,-0.684232,,,-1.11,14.130005,-12.72973423,,,,2010/1/27,不可交易,,,1,2,0,2010/1/8,可交易,,,1.01,0,1
2010/2/3,1097.280029,21.6,22.153044,-0.553044,,,0.12,-6.039917,-50.33264167,,,,2010/1/27,可交易,,,1,2,0,2010/1/8,可交易,,,1.01,0,1
2010/2/4,1063.109985,26.08,21.716166,4.363834,CAll,1078.469971,4.48,-34.170044,-7.627241964,1068.109985,10.36,,2010/2/4,可交易,10.36,0.01,1,2,1,2010/1/8,可交易,,,1.01,0,1
2010/2/5,1066.189941,26.11,22.240469,3.869531,CAll,1075.51001,0.03,3.079956,102.6652,1071.189941,4.32,,2010/2/4,不可交易,,,1.01,2,1,2010/1/8,可交易,,,1.01,0,1
2010/2/8,1056.73999,26.51,23.258938,3.251062,CAll,0,0.4,-9.449951,-23.6248775,1061.73999,,,2010/2/4,不可交易,,,1.01,2,1,2010/1/8,可交易,,,1.01,0,1
2010/2/9,1070.52002,26,24.883284,1.116716,CAll,1094.869995,-0.51,13.78003,-27.01966667,1075.52002,19.35,,2010/2/4,不可交易,,,1.01,2,1,2010/1/8,可交易,,,1.01,0,1
2010/2/10,1068.130005,25.4,25.44992,-0.04992,,,-0.6,-2.390015,3.983358333,,,,2010/2/4,不可交易,,,1.01,2,1,2010/1/8,可交易,,,1.01,0,1
2010/2/11,1078.469971,23.96,26.33758,-2.37758,PUT,1106.75,-1.44,10.339966,-7.180531944,1073.469971,,,2010/2/4,可交易,,,1.01,2,1,2010/2/11,可交易,,,1.01,1,1
2010/2/12,1075.51001,22.73,24.891113,-2.161113,PUT,1109.170044,-1.23,-2.959961,2.406472358,1070.51001,,,2010/2/4,可交易,,,1.01,2,1,2010/2/11,不可交易,,,1.01,1,1
2010/2/16,1094.869995,22.25,23.577642,-1.327642,PUT,1094.599976,-0.48,19.359985,-40.33330208,1089.869995,,,2010/2/4,可交易,,,1.01,2,1,2010/2/11,不可交易,,,1.01,1,1
2010/2/17,1099.51001,21.72,22.94596,-1.22596,PUT,1105.23999,-0.53,4.640015,-8.754745283,1094.51001,,,2010/2/4,可交易,,,1.01,2,1,2010/2/11,不可交易,,,1.01,1,1
2010/2/18,1106.75,20.63,21.774971,-1.144971,PUT,1102.939941,-1.09,7.23999,-6.642192661,1101.75,,,2010/2/4,可交易,,,1.01,2,1,2010/2/18,可交易,,,1.01,2,1
2010/2/19,1109.170044,20.02,20.77055,-0.75055,,,-0.61,2.420044,-3.967285246,,,,2010/2/4,可交易,,,1.01,2,1,2010/2/18,不可交易,,,1.01,2,1
2010/2/22,1108.01001,19.94,19.93685,0.00315,,,-0.08,-1.160034,14.500425,,,,2010/2/4,可交易,,,1.01,2,1,2010/2/18,不可交易,,,1.01,2,1
2010/2/23,1094.599976,21.37,19.216326,2.153674,CAll,1118.310059,1.43,-13.410034,-9.377646154,1099.599976,18.71,,2010/2/23,可交易,18.71,0.02,1.01,2,2,2010/2/18,不可交易,,,1.01,2,1
2010/2/24,1105.23999,20.27,19.496851,0.773149,,,-1.1,10.640014,-9.67274,,,,2010/2/23,不可交易,,,1.04,2,2,2010/2/18,不可交易,,,1.01,2,1
2010/2/25,1102.939941,20.1,19.713089,0.386911,,,-0.17,-2.300049,13.5297,,,,2010/2/23,不可交易,,,1.04,2,2,2010/2/18,可交易,,,1.01,2,1
2010/2/26,1104.48999,19.5,19.71988,-0.21988,,,-0.6,1.550049,-2.583415,,,,2010/2/23,不可交易,,,1.04,2,2,2010/2/18,可交易,,,1.01,2,1
2010/3/1,1115.709961,19.26,19.707962,-0.447962,,,-0.24,11.219971,-46.74987917,,,,2010/2/23,不可交易,,,1.04,2,2,2010/2/18,可交易,,,1.01,2,1
2010/3/2,1118.310059,19.06,19.221903,-0.161903,,,-0.2,2.600098,-13.00049,,,,2010/2/23,可交易,,,1.04,2,2,2010/2/18,可交易,,,1.01,2,1
2010/3/3,1118.790039,18.83,18.08599,0.74401,,,-0.23,0.47998,-2.086869565,,,,2010/2/23,可交易,,,1.04,2,2,2010/2/18,可交易,,,1.01,2,1
2010/3/4,1122.969971,18.72,17.384836,1.335164,CAll,1150.23999,-0.11,4.179932,-37.99938182,1127.969971,22.27,,2010/3/4,可交易,22.27,0.02,1.04,2,3,2010/2/18,可交易,,,1.01,2,1
2010/3/5,1138.699951,17.42,17.073677,0.346323,,,-1.3,15.72998,-12.09998462,,,,2010/3/4,不可交易,,,1.06,2,3,2010/2/18,可交易,,,1.01,2,1
2010/3/8,1138.5,17.79,16.642967,1.147033,CAll,1150.51001,0.37,-0.199951,-0.540408108,1143.5,7.01,,2010/3/4,不可交易,,,1.06,2,3,2010/2/18,可交易,,,1.01,2,1
2010/3/9,1140.449951,17.92,16.461292,1.458708,CAll,1159.459961,0.13,1.949951,14.99962308,1145.449951,14.01,,2010/3/4,不可交易,,,1.06,2,3,2010/2/18,可交易,,,1.01,2,1
2010/3/10,1145.609985,18.57,16.500841,2.069159,CAll,1166.209961,0.65,5.160034,7.938513846,1150.609985,15.6,,2010/3/4,不可交易,,,1.06,2,3,2010/2/18,可交易,,,1.01,2,1
2010/3/11,1150.23999,18.06,16.744026,1.315974,CAll,1165.829956,-0.51,4.630005,-9.078441176,1155.23999,10.59,,2010/3/11,可交易,10.59,0.01,1.06,2,4,2010/2/18,可交易,,,1.01,2,1
2010/3/12,1149.98999,17.58,16.986055,0.593945,,,-0.48,-0.25,0.520833333,,,,2010/3/11,不可交易,,,1.08,2,4,2010/2/18,可交易,,,1.01,2,1
2010/3/15,1150.51001,18,17.081375,0.918625,,,0.42,0.52002,1.238142857,,,,2010/3/11,不可交易,,,1.08,2,4,2010/2/18,可交易,,,1.01,2,1
2010/3/16,1159.459961,17.69,17.608551,0.081449,,,-0.31,8.949951,-28.87080968,,,,2010/3/11,不可交易,,,1.08,2,4,2010/2/18,可交易,,,1.01,2,1
2010/3/17,1166.209961,16.91,17.583588,-0.673588,,,-0.78,6.75,-8.653846154,,,,2010/3/11,不可交易,,,1.08,2,4,2010/2/18,可交易,,,1.01,2,1
2010/3/18,1165.829956,16.62,16.88411,-0.26411,,,-0.29,-0.380005,1.310362069,,,,2010/3/11,可交易,,,1.08,2,4,2010/2/18,可交易,,,1.01,2,1
2010/3/19,1159.900024,16.97,16.416805,0.553195,,,0.35,-5.929932,-16.94266286,,,,2010/3/11,可交易,,,1.08,2,4,2010/2/18,可交易,,,1.01,2,1
2010/3/22,1165.810059,16.87,16.814966,0.055034,,,-0.1,5.910035,-59.10035,,,,2010/3/11,可交易,,,1.08,2,4,2010/2/18,可交易,,,1.01,2,1
2010/3/23,1174.170044,16.35,16.281,0.069,,,-0.52,8.359985,-16.07689423,,,,2010/3/11,可交易,,,1.08,2,4,2010/2/18,可交易,,,1.01,2,1
2010/3/24,1167.719971,17.55,15.591422,1.958578,CAll,1169.430054,1.2,-6.450073,-5.375060833,1172.719971,,,2010/3/24,可交易,,,1.08,3,4,2010/2/18,可交易,,,1.01,2,1
2010/3/25,1165.72998,18.4,15.529228,2.870772,CAll,1178.099976,0.85,-1.989991,-2.341165882,1170.72998,7.37,,2010/3/24,不可交易,,,1.08,3,4,2010/2/18,可交易,,,1.01,2,1
2010/3/26,1166.589966,17.77,15.841142,1.928858,CAll,0,-0.63,0.859986,-1.365057143,1171.589966,,,2010/3/24,不可交易,,,1.08,3,4,2010/2/18,可交易,,,1.01,2,1
2010/3/29,1173.219971,17.59,16.113886,1.476114,CAll,1187.439941,-0.18,6.630005,-36.83336111,1178.219971,9.22,,2010/3/24,不可交易,,,1.08,3,4,2010/2/18,可交易,,,1.01,2,1
2010/3/30,1173.27002,17.13,16.555319,0.574681,,,-0.46,0.050049,-0.108802174,,,,2010/3/24,不可交易,,,1.08,3,4,2010/2/18,可交易,,,1.01,2,1
2010/3/31,1169.430054,17.59,16.573612,1.016388,CAll,1182.449951,0.46,-3.839966,-8.347752174,1174.430054,8.02,,2010/3/31,可交易,8.02,0.01,1.08,3,5,2010/2/18,可交易,,,1.01,2,1
2010/4/1,1178.099976,17.47,16.89339,0.57661,,,-0.12,8.669922,-72.24935,,,,2010/3/31,不可交易,,,1.09,3,5,2010/2/18,可交易,,,1.01,2,1
2010/4/5,1187.439941,17.02,16.757853,0.262147,,,-0.45,9.339965,-20.75547778,,,,2010/3/31,不可交易,,,1.09,3,5,2010/2/18,可交易,,,1.01,2,1
2010/4/6,1189.439941,16.23,16.524694,-0.294694,,,-0.79,2,-2.53164557,,,,2010/3/31,不可交易,,,1.09,3,5,2010/2/18,可交易,,,1.01,2,1
2010/4/7,1182.449951,16.62,16.172358,0.447642,,,0.39,-6.98999,-17.92305128,,,,2010/3/31,可交易,,,1.09,3,5,2010/2/18,可交易,,,1.01,2,1
2010/4/8,1186.439941,16.48,15.976563,0.503437,,,-0.14,3.98999,-28.49992857,,,,2010/3/31,可交易,,,1.09,3,5,2010/2/18,可交易,,,1.01,2,1
2010/4/9,1194.369995,16.14,15.456374,0.683626,,,-0.34,7.930054,-23.32368824,,,,2010/3/31,可交易,,,1.09,3,5,2010/2/18,可交易,,,1.01,2,1
2010/4/12,1196.47998,15.58,14.839651,0.740349,,,-0.56,2.109985,-3.767830357,,,,2010/3/31,可交易,,,1.09,3,5,2010/2/18,可交易,,,1.01,2,1
2010/4/13,1197.300049,16.2,14.504186,1.695814,CAll,1207.170044,0.62,0.820069,1.322691935,1202.300049,4.87,,2010/4/13,可交易,4.87,0.01,1.09,3,6,2010/2/18,可交易,,,1.01,2,1
2010/4/14,1210.650024,15.59,14.877233,0.712767,,,-0.61,13.349975,-21.88520492,,,,2010/4/13,不可交易,,,1.1,3,6,2010/2/18,可交易,,,1.01,2,1
2010/4/15,1211.670044,15.89,15.382016,0.507984,,,0.3,1.02002,3.400066667,,,,2010/4/13,不可交易,,,1.1,3,6,2010/2/18,可交易,,,1.01,2,1
2010/4/16,1192.130005,18.36,15.443584,2.916416,CAll,1217.280029,2.47,-19.540039,-7.910946964,1197.130005,20.15,,2010/4/13,不可交易,,,1.1,3,6,2010/2/18,可交易,,,1.01,2,1
2010/4/19,1197.52002,17.34,15.292946,2.047054,CAll,1212.050049,-1.02,5.390015,-5.284328431,1202.52002,9.53,,2010/4/13,不可交易,,,1.1,3,6,2010/2/18,可交易,,,1.01,2,1
2010/4/20,1207.170044,15.73,15.79701,-0.06701,,,-1.61,9.650024,-5.993803727,,,,2010/4/13,可交易,,,1.1,3,6,2010/2/18,可交易,,,1.01,2,1
